Source,Target,Weight,Type
vBWMR24,vBWMR23,23,electrical
vBWMR24,dglR6,1,electrical
vBWMR24,dglR7,3,electrical
vBWMR24,dglR8,3,electrical
vBWMR24,aobR,1,electrical
vBWMR24,cdlR,64,electrical
vBWMR24,ailR,23,electrical
hyp,PQR,5,electrical
hyp,PDEL,1,electrical
hyp,AVG,3,electrical
hyp,AVJR,1,electrical
hyp,AVKL,50,electrical
hyp,AVKR,71,electrical
hyp,DVA,2,electrical
hyp,PVNL,1,electrical
hyp,PVNR,1,electrical
hyp,PVPR,33,electrical
hyp,PVQL,1,electrical
hyp,PVCL,7,electrical
hyp,PVCR,7,electrical
hyp,AVAL,10,electrical
hyp,AVAR,3,electrical
hyp,AVDL,6,electrical
hyp,AVDR,2,electrical
hyp,DA04,3,electrical
hyp,DA05,16,electrical
hyp,DA06,16,electrical
hyp,DA07,8,electrical
hyp,DA08,1,electrical
hyp,DB04,1,electrical
hyp,AS08,4,electrical
hyp,DD04,3,electrical
hyp,VA08,1,electrical
hyp,VA09,11,electrical
hyp,VA10,18,electrical
hyp,VB05,1,electrical
hyp,VB08,2,electrical
hyp,VB09,15,electrical
hyp,hyp,21,electrical
hyp,R2BR,1,electrical
hyp,PVX,1,electrical
hyp,EF2,18,electrical
hyp,CA05,2,electrical
hyp,CA06,2,electrical
hyp,CA08,6,electrical
intL,vBWML21,2,electrical
intL,vBWML22,3,electrical
intL,sph,4,electrical
intL,dglL6,1,electrical
intR,dglR5,1,electrical
intR,dglR7,3,electrical
sph,vBWML21,4,electrical
sph,intL,4,electrical
sph,dglL4,11,electrical
sph,dglL5,16,electrical
sph,dglL6,5,electrical
sph,dglR4,1,electrical
sph,dglR6,25,electrical
sph,dglR7,3,electrical
sph,vspL,5,electrical
sph,vspR,7,electrical
anal,dBWML24,2,electrical
anal,dBWMR24,6,electrical
anal,CA06,5,electrical
anal,gecL,4,electrical
anal,gecR,21,electrical
anal,dspL,28,electrical
anal,dspR,19,electrical
anal,vspL,28,electrical
CEMDL,CEPDL,3,electrical
CEMDL,URXL,1,electrical
CEMDR,OLQDR,3,electrical
CEMDR,CEPDR,1,electrical
CEMDR,URXR,3,electrical
CEMVL,CEPVL,1,electrical
CEMVL,RIGL,4,electrical
CEMVL,RIR,10,electrical
CEMVL,MCML,1,electrical
CEMVR,OLQVR,1,electrical
CEMVR,URYVR,2,electrical
CEMVR,RICL,1,electrical
CEMVR,RIGR,6,electrical
CEMVR,AVAL,11,electrical
MCML,CEMVL,1,electrical
R1AL,PLML,1,electrical
R1AL,PDER,1,electrical
R1AL,AS10,1,electrical
R1AL,R1BL,1,electrical
R1AL,R2AL,11,electrical
R1AL,R4AL,2,electrical
R1AR,R2AR,7,electrical
R1BL,R1AL,1,electrical
R1BL,R2AL,2,electrical
R1BL,R3BL,9,electrical
R1BL,R4AL,5,electrical
R1BL,PVV,1,electrical
R1BR,AVFL,6,electrical
R1BR,AVG,3,electrical
R1BR,DA09,3,electrical
R1BR,PDB,2,electrical
R1BR,R2AR,3,electrical
R1BR,R3BR,2,electrical
R1BR,R6BR,4,electrical
R1BR,R7BR,1,electrical
R1BR,EF2,2,electrical
R2AL,PLML,1,electrical
R2AL,LUAR,1,electrical
R2AL,DD06,1,electrical
R2AL,R1AL,11,electrical
R2AL,R1BL,2,electrical
R2AL,R2BL,1,electrical
R2AL,R4AL,14,electrical
R2AL,R5BL,6,electrical
R2AL,EF1,3,electrical
R2AL,EF2,13,electrical
R2AL,EF3,17,electrical
R2AL,CP07,2,electrical
R2AL,CP09,6,electrical
R2AR,PVQR,2,electrical
R2AR,R1AR,7,electrical
R2AR,R1BR,3,electrical
R2AR,R2BR,6,electrical
R2AR,R3BR,2,electrical
R2AR,R4AR,10,electrical
R2AR,R5BR,3,electrical
R2AR,EF1,15,electrical
R2AR,EF2,15,electrical
R2AR,EF3,2,electrical
R2AR,CP09,2,electrical
R2BL,PLML,2,electrical
R2BL,LUAL,11,electrical
R2BL,R2AL,1,electrical
R2BL,R4BL,4,electrical
R2BL,R8AL,5,electrical
R2BL,R8BL,1,electrical
R2BL,R8BR,11,electrical
R2BL,PCBL,3,electrical
R2BL,PVY,3,electrical
R2BL,EF1,1,electrical
R2BR,LUAR,7,electrical
R2BR,hyp,1,electrical
R2BR,R2AR,6,electrical
R2BR,R3BR,1,electrical
R2BR,R4AR,2,electrical
R2BR,R4BR,14,electrical
R2BR,R8AL,1,electrical
R2BR,PCBR,2,electrical
R2BR,PCCR,3,electrical
R2BR,CP04,3,electrical
R3AL,AVAL,2,electrical
R3AL,dBWML23,1,electrical
R3AL,R4BL,2,electrical
R3AR,R6BR,6,electrical
R3AR,PDC,1,electrical
R3BL,R1BL,9,electrical
R3BL,R3BL,4,electrical
R3BL,R3BR,13,electrical
R3BL,PVV,18,electrical
R3BL,EF1,4,electrical
R3BL,CP07,1,electrical
R3BR,AVFL,1,electrical
R3BR,DA09,1,electrical
R3BR,R1BR,2,electrical
R3BR,R2AR,2,electrical
R3BR,R2BR,1,electrical
R3BR,R3BL,13,electrical
R3BR,PVV,1,electrical
R3BR,CP01,4,electrical
R3BR,CP03,5,electrical
R3BR,ailR,5,electrical
R4AL,R1AL,2,electrical
R4AL,R1BL,5,electrical
R4AL,R2AL,14,electrical
R4AL,R4AL,2,electrical
R4AL,R4AR,7,electrical
R4AL,R6AL,2,electrical
R4AL,R7AR,1,electrical
R4AL,R7BL,2,electrical
R4AL,CA04,20,electrical
R4AL,CP07,1,electrical
R4AR,R2AR,10,electrical
R4AR,R2BR,2,electrical
R4AR,R4AL,7,electrical
R4AR,R4BR,2,electrical
R4AR,R6AR,6,electrical
R4AR,R7BL,4,electrical
R4AR,CA04,24,electrical
R4BL,R2BL,4,electrical
R4BL,R3AL,2,electrical
R4BL,R7AL,1,electrical
R4BL,R7BR,2,electrical
R4BL,R8BL,9,electrical
R4BL,R9AL,2,electrical
R4BL,SPVL,2,electrical
R4BR,AS11,2,electrical
R4BR,R2BR,14,electrical
R4BR,R4AR,2,electrical
R5AL,R6BL,1,electrical
R5AL,R9AL,2,electrical
R5AL,PDC,11,electrical
R5AR,AVAR,1,electrical
R5AR,VD12,1,electrical
R5AR,R5BR,4,electrical
R5AR,R7AR,1,electrical
R5AR,R9AR,5,electrical
R5AR,HOA,4,electrical
R5AR,PDC,62,electrical
R5BL,R2AL,6,electrical
R5BR,PHAL,3,electrical
R5BR,AVKL,13,electrical
R5BR,PDB,1,electrical
R5BR,R2AR,3,electrical
R5BR,R5AR,4,electrical
R5BR,R7BL,1,electrical
R5BR,PDC,1,electrical
R6AL,AS11,3,electrical
R6AL,R4AL,2,electrical
R6AL,R7AL,2,electrical
R6AL,EF2,4,electrical
R6AL,CP09,18,electrical
R6AR,AS11,12,electrical
R6AR,R4AR,6,electrical
R6AR,EF1,2,electrical
R6AR,EF2,5,electrical
R6AR,CP07,3,electrical
R6AR,CP09,51,electrical
R6BL,R5AL,1,electrical
R6BL,EF2,2,electrical
R6BR,PVDR,2,electrical
R6BR,R1BR,4,electrical
R6BR,R3AR,6,electrical
R6BR,R7AR,3,electrical
R7AL,PDB,3,electrical
R7AL,dBWML23,1,electrical
R7AL,R4BL,1,electrical
R7AL,R6AL,2,electrical
R7AL,R7AR,8,electrical
R7AL,R7BL,5,electrical
R7AL,R9BR,7,electrical
R7AL,PVV,5,electrical
R7AL,EF2,2,electrical
R7AL,CP07,1,electrical
R7AL,CP08,13,electrical
R7AR,PDB,3,electrical
R7AR,R4AL,1,electrical
R7AR,R5AR,1,electrical
R7AR,R6BR,3,electrical
R7AR,R7AL,8,electrical
R7AR,R7AR,1,electrical
R7AR,R7BL,13,electrical
R7AR,R7BR,2,electrical
R7AR,R9AR,1,electrical
R7AR,R9BL,10,electrical
R7AR,R9BR,6,electrical
R7AR,PVV,19,electrical
R7AR,EF1,2,electrical
R7AR,PDC,6,electrical
R7AR,PGA,1,electrical
R7AR,CP07,19,electrical
R7AR,CP08,10,electrical
R7BL,PHAL,1,electrical
R7BL,PVNL,1,electrical
R7BL,PDB,2,electrical
R7BL,dBWML23,1,electrical
R7BL,R4AL,2,electrical
R7BL,R4AR,4,electrical
R7BL,R5BR,1,electrical
R7BL,R7AL,5,electrical
R7BL,R7AR,13,electrical
R7BL,R7BR,4,electrical
R7BL,R9BR,3,electrical
R7BL,PVV,20,electrical
R7BL,EF1,1,electrical
R7BL,PGA,1,electrical
R7BL,CP07,17,electrical
R7BL,CP08,1,electrical
R7BL,CP09,8,electrical
R7BR,AVFL,2,electrical
R7BR,PVNR,3,electrical
R7BR,R1BR,1,electrical
R7BR,R4BL,2,electrical
R7BR,R7AR,2,electrical
R7BR,R7BL,4,electrical
R7BR,PVV,2,electrical
R7BR,PDC,1,electrical
R8AL,LUAL,5,electrical
R8AL,R2BL,5,electrical
R8AL,R2BR,1,electrical
R8AL,R8AR,31,electrical
R8AL,R8BL,5,electrical
R8AL,HOA,4,electrical
R8AL,SPVL,24,electrical
R8AL,SPVR,3,electrical
R8AR,AVFL,1,electrical
R8AR,LUAR,4,electrical
R8AR,R8AL,31,electrical
R8AR,R8BL,2,electrical
R8AR,HOA,14,electrical
R8AR,SPVR,7,electrical
R8AR,PVX,1,electrical
R8BL,PQR,1,electrical
R8BL,R2BL,1,electrical
R8BL,R4BL,9,electrical
R8BL,R8AL,5,electrical
R8BL,R8AR,2,electrical
R8BL,R8BR,8,electrical
R8BR,PVNR,1,electrical
R8BR,R2BL,11,electrical
R8BR,R8BL,8,electrical
R8BR,PCCR,1,electrical
R9AL,PHCL,3,electrical
R9AL,R4BL,2,electrical
R9AL,R5AL,2,electrical
R9AL,HOA,12,electrical
R9AL,PVV,8,electrical
R9AR,R5AR,5,electrical
R9AR,R7AR,1,electrical
R9AR,R9BR,1,electrical
R9AR,HOA,6,electrical
R9BL,PHAR,4,electrical
R9BL,PDB,3,electrical
R9BL,R7AR,10,electrical
R9BL,R9BR,10,electrical
R9BL,PGA,6,electrical
R9BR,R7AL,7,electrical
R9BR,R7AR,6,electrical
R9BR,R7BL,3,electrical
R9BR,R9AR,1,electrical
R9BR,R9BL,10,electrical
HOA,AVG,6,electrical
HOA,PVQR,2,electrical
HOA,LUAL,2,electrical
HOA,LUAR,6,electrical
HOA,PDB,7,electrical
HOA,R5AR,4,electrical
HOA,R8AL,4,electrical
HOA,R8AR,14,electrical
HOA,R9AL,12,electrical
HOA,R9AR,6,electrical
HOA,HOB,14,electrical
HOA,PCAL,31,electrical
HOA,PCAR,43,electrical
HOA,PCBL,47,electrical
HOA,PCBR,2,electrical
HOA,PVZ,55,electrical
HOA,DVF,1,electrical
HOA,PGA,1,electrical
HOA,CA06,12,electrical
HOA,CA07,6,electrical
HOA,CP01,2,electrical
HOB,AVKR,6,electrical
HOB,DVB,11,electrical
HOB,LUAL,1,electrical
HOB,HOA,14,electrical
HOB,PCBL,24,electrical
HOB,PCBR,19,electrical
HOB,PCCL,3,electrical
HOB,PCCR,5,electrical
HOB,SPCL,6,electrical
HOB,SPCR,2,electrical
HOB,PVX,1,electrical
HOB,PVY,1,electrical
HOB,DVF,8,electrical
HOB,CP01,4,electrical
HOB,CP06,4,electrical
PCAL,PHAR,1,electrical
PCAL,AVG,2,electrical
PCAL,PVQR,1,electrical
PCAL,HOA,31,electrical
PCAL,PCAR,3,electrical
PCAL,SPCL,5,electrical
PCAL,PVX,1,electrical
PCAL,grtL,2,electrical
PCAL,dspL,1,electrical
PCAR,PDB,2,electrical
PCAR,HOA,43,electrical
PCAR,PCAL,3,electrical
PCAR,SPCR,2,electrical
PCAR,PVV,7,electrical
PCAR,PVX,2,electrical
PCBL,AVG,2,electrical
PCBL,dBWML22,2,electrical
PCBL,R2BL,3,electrical
PCBL,HOA,47,electrical
PCBL,HOB,24,electrical
PCBL,PCBR,3,electrical
PCBL,PCCL,8,electrical
PCBL,SPDL,6,electrical
PCBL,CA05,1,electrical
PCBL,CA06,1,electrical
PCBL,CP09,1,electrical
PCBL,dspL,1,electrical
PCBR,R2BR,2,electrical
PCBR,HOA,2,electrical
PCBR,HOB,19,electrical
PCBR,PCBL,3,electrical
PCBR,PCCR,6,electrical
PCBR,SPDR,14,electrical
PCBR,PVV,1,electrical
PCBR,PVX,4,electrical
PCBR,CP09,2,electrical
PCCL,HOB,3,electrical
PCCL,PCBL,8,electrical
PCCL,PCCR,80,electrical
PCCL,SPCL,10,electrical
PCCL,SPCR,1,electrical
PCCL,SPVR,1,electrical
PCCL,PVZ,6,electrical
PCCL,CA05,20,electrical
PCCR,R2BR,3,electrical
PCCR,R8BR,1,electrical
PCCR,HOB,5,electrical
PCCR,PCBR,6,electrical
PCCR,PCCL,80,electrical
PCCR,SPCR,9,electrical
PCCR,SPDR,1,electrical
PCCR,CA05,3,electrical
PCCR,CA06,2,electrical
PCCR,CP04,2,electrical
PCCR,CP05,1,electrical
PCCR,CP06,2,electrical
SPCL,HOB,6,electrical
SPCL,PCAL,5,electrical
SPCL,PCCL,10,electrical
SPCL,SPDL,9,electrical
SPCL,SPVL,3,electrical
SPCL,DVF,32,electrical
SPCL,EF3,7,electrical
SPCR,HOB,2,electrical
SPCR,PCAR,2,electrical
SPCR,PCCL,1,electrical
SPCR,PCCR,9,electrical
SPCR,SPVL,4,electrical
SPCR,SPVR,2,electrical
SPCR,DVE,4,electrical
SPCR,EF1,9,electrical
SPCR,EF2,14,electrical
SPCR,CA05,4,electrical
SPCR,CA06,4,electrical
SPDL,DVC,2,electrical
SPDL,PVNL,1,electrical
SPDL,DD06,7,electrical
SPDL,PCBL,6,electrical
SPDL,SPCL,9,electrical
SPDL,SPDR,30,electrical
SPDL,SPVL,3,electrical
SPDL,SPVR,2,electrical
SPDL,PVV,1,electrical
SPDL,CP06,1,electrical
SPDL,CP09,3,electrical
SPDL,dspL,2,electrical
SPDR,PCBR,14,electrical
SPDR,PCCR,1,electrical
SPDR,SPDL,30,electrical
SPDR,SPVL,1,electrical
SPDR,SPVR,4,electrical
SPDR,PVZ,1,electrical
SPDR,CA06,1,electrical
SPDR,CP02,1,electrical
SPVL,PQR,1,electrical
SPVL,DVB,1,electrical
SPVL,DVC,4,electrical
SPVL,PVNL,3,electrical
SPVL,PVPL,4,electrical
SPVL,PVPR,3,electrical
SPVL,PVT,29,electrical
SPVL,DD05,1,electrical
SPVL,VD10,1,electrical
SPVL,R4BL,2,electrical
SPVL,R8AL,24,electrical
SPVL,SPCL,3,electrical
SPVL,SPCR,4,electrical
SPVL,SPDL,3,electrical
SPVL,SPDR,1,electrical
SPVL,SPVR,42,electrical
SPVL,PVV,1,electrical
SPVL,PVY,2,electrical
SPVL,PVZ,1,electrical
SPVL,DVE,2,electrical
SPVL,CA05,13,electrical
SPVL,CA06,1,electrical
SPVL,CA07,2,electrical
SPVR,PQR,1,electrical
SPVR,DVC,2,electrical
SPVR,PVPL,1,electrical
SPVR,PVPR,2,electrical
SPVR,PVT,1,electrical
SPVR,LUAR,1,electrical
SPVR,DD05,2,electrical
SPVR,DD06,5,electrical
SPVR,VD10,1,electrical
SPVR,VD11,3,electrical
SPVR,R8AL,3,electrical
SPVR,R8AR,7,electrical
SPVR,PCCL,1,electrical
SPVR,SPCR,2,electrical
SPVR,SPDL,2,electrical
SPVR,SPDR,4,electrical
SPVR,SPVL,42,electrical
SPVR,SPVR,2,electrical
SPVR,PVV,1,electrical
SPVR,PVZ,1,electrical
SPVR,CA05,11,electrical
SPVR,CA06,7,electrical
SPVR,CA07,2,electrical
SPVR,CP07,1,electrical
SPVR,CP08,1,electrical
PVV,PHAL,2,electrical
PVV,AVHL,1,electrical
PVV,PVNL,1,electrical
PVV,VD10,1,electrical
PVV,VD12,1,electrical
PVV,VD13,1,electrical
PVV,R1BL,1,electrical
PVV,R3BL,18,electrical
PVV,R3BR,1,electrical
PVV,R7AL,5,electrical
PVV,R7AR,19,electrical
PVV,R7BL,20,electrical
PVV,R7BR,2,electrical
PVV,R9AL,8,electrical
PVV,PCAR,7,electrical
PVV,PCBR,1,electrical
PVV,SPDL,1,electrical
PVV,SPVL,1,electrical
PVV,SPVR,1,electrical
PVV,DX3,6,electrical
PVV,CA04,75,electrical
PVV,CP07,7,electrical
PVV,CP09,3,electrical
PVX,PQR,59,electrical
PVX,AVFL,1,electrical
PVX,AVG,5,electrical
PVX,AVJL,4,electrical
PVX,AVJR,4,electrical
PVX,AVKR,1,electrical
PVX,PVNL,4,electrical
PVX,PVPL,3,electrical
PVX,AVAL,5,electrical
PVX,AVAR,19,electrical
PVX,AVBL,5,electrical
PVX,AVBR,6,electrical
PVX,DD04,7,electrical
PVX,DD05,4,electrical
PVX,DD06,2,electrical
PVX,VA12,1,electrical
PVX,VB08,3,electrical
PVX,hyp,1,electrical
PVX,R8AR,1,electrical
PVX,HOB,1,electrical
PVX,PCAL,1,electrical
PVX,PCAR,2,electrical
PVX,PCBR,4,electrical
PVX,PVY,5,electrical
PVX,EF2,3,electrical
PVX,EF3,21,electrical
PVX,CA05,11,electrical
PVY,PHBL,1,electrical
PVY,PHBR,2,electrical
PVY,AVHL,1,electrical
PVY,DVC,2,electrical
PVY,PVNL,8,electrical
PVY,PVNR,1,electrical
PVY,PVPL,4,electrical
PVY,VB10,1,electrical
PVY,R2BL,3,electrical
PVY,HOB,1,electrical
PVY,SPVL,2,electrical
PVY,PVX,5,electrical
PVY,DVF,12,electrical
PVY,EF3,13,electrical
PVZ,PVDL,2,electrical
PVZ,AVG,3,electrical
PVZ,DVC,3,electrical
PVZ,PVPL,4,electrical
PVZ,PDB,6,electrical
PVZ,DD03,1,electrical
PVZ,DD04,2,electrical
PVZ,DD05,25,electrical
PVZ,DD06,2,electrical
PVZ,VA10,9,electrical
PVZ,VB06,5,electrical
PVZ,VD09,11,electrical
PVZ,VD10,4,electrical
PVZ,HOA,55,electrical
PVZ,PCCL,6,electrical
PVZ,SPDR,1,electrical
PVZ,SPVL,1,electrical
PVZ,SPVR,1,electrical
PVZ,PVZ,5,electrical
PVZ,DX3,8,electrical
PVZ,EF1,2,electrical
PVZ,EF2,3,electrical
PVZ,CA05,45,electrical
PVZ,CA06,14,electrical
PVZ,CP01,3,electrical
PVZ,CP05,1,electrical
DVE,AVG,5,electrical
DVE,AVL,2,electrical
DVE,DVC,3,electrical
DVE,PVPL,1,electrical
DVE,PDA,3,electrical
DVE,SPCR,4,electrical
DVE,SPVL,2,electrical
DVE,DVF,3,electrical
DVE,EF1,2,electrical
DVE,CP06,1,electrical
DVF,AVG,3,electrical
DVF,DVB,7,electrical
DVF,DVC,10,electrical
DVF,PVQR,3,electrical
DVF,DD04,2,electrical
DVF,HOA,1,electrical
DVF,HOB,8,electrical
DVF,SPCL,32,electrical
DVF,PVY,12,electrical
DVF,DVE,3,electrical
DVF,DVF,1,electrical
DVF,CA06,2,electrical
DVF,CP01,1,electrical
DVF,CP04,1,electrical
DVF,CP05,1,electrical
DX1,dBWML23,4,electrical
DX1,dBWMR24,1,electrical
DX2,dBWMR24,8,electrical
DX3,dBWML23,1,electrical
DX3,dBWMR24,12,electrical
DX3,PVV,6,electrical
DX3,PVZ,8,electrical
EF1,PHBR,1,electrical
EF1,AVG,9,electrical
EF1,AVHL,1,electrical
EF1,AVHR,1,electrical
EF1,AVJR,2,electrical
EF1,AVL,1,electrical
EF1,PVNL,1,electrical
EF1,PVNR,11,electrical
EF1,AS11,1,electrical
EF1,PDB,10,electrical
EF1,DD05,5,electrical
EF1,R2AL,3,electrical
EF1,R2AR,15,electrical
EF1,R2BL,1,electrical
EF1,R3BL,4,electrical
EF1,R6AR,2,electrical
EF1,R7AR,2,electrical
EF1,R7BL,1,electrical
EF1,SPCR,9,electrical
EF1,PVZ,2,electrical
EF1,DVE,2,electrical
EF1,EF2,52,electrical
EF1,EF3,15,electrical
EF1,CA09,1,electrical
EF1,CP04,6,electrical
EF1,CP05,2,electrical
EF1,CP06,1,electrical
EF2,ASJL,8,electrical
EF2,PHAR,3,electrical
EF2,PHBR,7,electrical
EF2,AVG,1,electrical
EF2,AVJL,16,electrical
EF2,AVJR,16,electrical
EF2,AVL,2,electrical
EF2,PVNR,8,electrical
EF2,AVBR,1,electrical
EF2,DA06,1,electrical
EF2,PDB,20,electrical
EF2,VA10,2,electrical
EF2,VB11,2,electrical
EF2,hyp,18,electrical
EF2,R1BR,2,electrical
EF2,R2AL,13,electrical
EF2,R2AR,15,electrical
EF2,R6AL,4,electrical
EF2,R6AR,5,electrical
EF2,R6BL,2,electrical
EF2,R7AL,2,electrical
EF2,SPCR,14,electrical
EF2,PVX,3,electrical
EF2,PVZ,3,electrical
EF2,EF1,52,electrical
EF2,EF3,22,electrical
EF2,PDC,3,electrical
EF2,CA02,1,electrical
EF2,CA05,1,electrical
EF2,CA08,2,electrical
EF2,CP04,3,electrical
EF2,CP05,1,electrical
EF3,ASKR,3,electrical
EF3,AVG,6,electrical
EF3,AVHL,1,electrical
EF3,AVJL,3,electrical
EF3,AVJR,9,electrical
EF3,AVL,1,electrical
EF3,DVB,2,electrical
EF3,DVC,4,electrical
EF3,PVNR,3,electrical
EF3,AVEL,1,electrical
EF3,AS11,1,electrical
EF3,PDB,1,electrical
EF3,DD06,4,electrical
EF3,VD10,1,electrical
EF3,R2AL,17,electrical
EF3,R2AR,2,electrical
EF3,SPCL,7,electrical
EF3,PVX,21,electrical
EF3,PVY,13,electrical
EF3,EF1,15,electrical
EF3,EF2,22,electrical
EF3,CA02,1,electrical
EF3,CP01,1,electrical
EF3,CP04,2,electrical
EF3,CP05,6,electrical
EF3,CP06,1,electrical
EF3,CP07,2,electrical
PDC,AVKL,3,electrical
PDC,DVA,3,electrical
PDC,PVNR,2,electrical
PDC,DB07,17,electrical
PDC,PDB,34,electrical
PDC,VB11,1,electrical
PDC,R3AR,1,electrical
PDC,R5AL,11,electrical
PDC,R5AR,62,electrical
PDC,R5BR,1,electrical
PDC,R7AR,6,electrical
PDC,R7BR,1,electrical
PDC,EF2,3,electrical
PDC,aobR,1,electrical
PGA,R7AR,1,electrical
PGA,R7BL,1,electrical
PGA,R9BL,6,electrical
PGA,HOA,1,electrical
CA02,EF2,1,electrical
CA02,EF3,1,electrical
CA03,AVJL,1,electrical
CA03,AVJR,1,electrical
CA03,AVL,7,electrical
CA03,DVB,2,electrical
CA03,DD04,1,electrical
CA04,AVKR,2,electrical
CA04,R4AL,20,electrical
CA04,R4AR,24,electrical
CA04,PVV,75,electrical
CA05,AVJR,2,electrical
CA05,AVKR,3,electrical
CA05,PVPR,28,electrical
CA05,PVQL,6,electrical
CA05,PVQR,7,electrical
CA05,AVAL,1,electrical
CA05,DD04,13,electrical
CA05,DD05,3,electrical
CA05,VB08,2,electrical
CA05,hyp,2,electrical
CA05,PCBL,1,electrical
CA05,PCCL,20,electrical
CA05,PCCR,3,electrical
CA05,SPCR,4,electrical
CA05,SPVL,13,electrical
CA05,SPVR,11,electrical
CA05,PVX,11,electrical
CA05,PVZ,45,electrical
CA05,EF2,1,electrical
CA05,CA05,7,electrical
CA05,CA06,173,electrical
CA05,CA07,1,electrical
CA05,CP01,7,electrical
CA05,CP03,4,electrical
CA05,CP04,13,electrical
CA05,CP05,22,electrical
CA05,CP06,2,electrical
CA06,PVM,3,electrical
CA06,AVKL,2,electrical
CA06,AVKR,1,electrical
CA06,DVC,5,electrical
CA06,PVPR,11,electrical
CA06,PVQL,5,electrical
CA06,PVQR,7,electrical
CA06,VB09,5,electrical
CA06,hyp,2,electrical
CA06,anal,5,electrical
CA06,HOA,12,electrical
CA06,PCBL,1,electrical
CA06,PCCR,2,electrical
CA06,SPCR,4,electrical
CA06,SPDR,1,electrical
CA06,SPVL,1,electrical
CA06,SPVR,7,electrical
CA06,PVZ,14,electrical
CA06,DVF,2,electrical
CA06,CA05,173,electrical
CA06,CP02,3,electrical
CA06,CP03,4,electrical
CA06,CP04,1,electrical
CA06,CP06,1,electrical
CA07,AVG,3,electrical
CA07,AVJR,3,electrical
CA07,DD05,1,electrical
CA07,HOA,6,electrical
CA07,SPVL,2,electrical
CA07,SPVR,2,electrical
CA07,CA05,1,electrical
CA07,CP07,5,electrical
CA07,CP08,1,electrical
CA08,AVJL,1,electrical
CA08,AVKR,3,electrical
CA08,DD05,9,electrical
CA08,VD10,1,electrical
CA08,hyp,6,electrical
CA08,EF2,2,electrical
CA08,CA09,3,electrical
CA09,PVPR,7,electrical
CA09,AS10,3,electrical
CA09,VD11,2,electrical
CA09,EF1,1,electrical
CA09,CA08,3,electrical
CA09,CP08,2,electrical
CA09,CP09,3,electrical
CP01,DVB,1,electrical
CP01,DVC,2,electrical
CP01,PDB,2,electrical
CP01,R3BR,4,electrical
CP01,HOA,2,electrical
CP01,HOB,4,electrical
CP01,PVZ,3,electrical
CP01,DVF,1,electrical
CP01,EF3,1,electrical
CP01,CA05,7,electrical
CP01,CP02,30,electrical
CP01,CP03,5,electrical
CP01,CP04,5,electrical
CP01,CP06,3,electrical
CP02,SPDR,1,electrical
CP02,CA06,3,electrical
CP02,CP01,30,electrical
CP02,CP03,13,electrical
CP02,CP04,6,electrical
CP03,DVC,1,electrical
CP03,R3BR,5,electrical
CP03,CA05,4,electrical
CP03,CA06,4,electrical
CP03,CP01,5,electrical
CP03,CP02,13,electrical
CP03,CP04,19,electrical
CP04,AVHR,1,electrical
CP04,AVJL,1,electrical
CP04,DVC,1,electrical
CP04,DD04,3,electrical
CP04,DD05,9,electrical
CP04,R2BR,3,electrical
CP04,PCCR,2,electrical
CP04,DVF,1,electrical
CP04,EF1,6,electrical
CP04,EF2,3,electrical
CP04,EF3,2,electrical
CP04,CA05,13,electrical
CP04,CA06,1,electrical
CP04,CP01,5,electrical
CP04,CP02,6,electrical
CP04,CP03,19,electrical
CP04,CP05,12,electrical
CP04,CP06,3,electrical
CP05,AVG,5,electrical
CP05,AVJL,1,electrical
CP05,DVC,1,electrical
CP05,PVPL,1,electrical
CP05,PVQR,1,electrical
CP05,AVAR,2,electrical
CP05,DD04,2,electrical
CP05,PCCR,1,electrical
CP05,PVZ,1,electrical
CP05,DVF,1,electrical
CP05,EF1,2,electrical
CP05,EF2,1,electrical
CP05,EF3,6,electrical
CP05,CA05,22,electrical
CP05,CP04,12,electrical
CP05,CP06,33,electrical
CP06,DVC,1,electrical
CP06,HOB,4,electrical
CP06,PCCR,2,electrical
CP06,SPDL,1,electrical
CP06,DVE,1,electrical
CP06,EF1,1,electrical
CP06,EF3,1,electrical
CP06,CA05,2,electrical
CP06,CA06,1,electrical
CP06,CP01,3,electrical
CP06,CP04,3,electrical
CP06,CP05,33,electrical
CP07,PVNL,1,electrical
CP07,AS09,2,electrical
CP07,AS11,17,electrical
CP07,DD06,1,electrical
CP07,R2AL,2,electrical
CP07,R3BL,1,electrical
CP07,R4AL,1,electrical
CP07,R6AR,3,electrical
CP07,R7AL,1,electrical
CP07,R7AR,19,electrical
CP07,R7BL,17,electrical
CP07,SPVR,1,electrical
CP07,PVV,7,electrical
CP07,EF3,2,electrical
CP07,CA07,5,electrical
CP08,AS11,4,electrical
CP08,R7AL,13,electrical
CP08,R7AR,10,electrical
CP08,R7BL,1,electrical
CP08,SPVR,1,electrical
CP08,CA07,1,electrical
CP08,CA09,2,electrical
CP09,AVKR,2,electrical
CP09,PDB,1,electrical
CP09,DD06,1,electrical
CP09,R2AL,6,electrical
CP09,R2AR,2,electrical
CP09,R6AL,18,electrical
CP09,R6AR,51,electrical
CP09,R7BL,8,electrical
CP09,PCBL,1,electrical
CP09,PCBR,2,electrical
CP09,SPDL,3,electrical
CP09,PVV,3,electrical
CP09,CA09,3,electrical
CP09,CP09,3,electrical
dglL1,vBWML20,11,electrical
dglL1,dglL2,4,electrical
dglL2,vBWML20,11,electrical
dglL2,dglL1,4,electrical
dglL2,dglL3,4,electrical
